"ID","Time","LifeSatisfaction","ConnectToPeople","StuckUnableChange","PaidAttToImport","HurtConnect","PersonalImpor","ExperienceRangeEmotions","StruggledToKeepDoing","NoMeaningfulChallenge","AbleToChangeBehavior","StuckToStrategies","NoOutletForFeelings","Complying","ThinkingHelpedLife","ThinkingGotInWay","HurtHealth","StruggledToConnectMoments","ImportantChallenge","HelpHealth"
"7MH7",3,7,18,44,40,69,44,23,70,75,24,57,66,36,17,37,29,65,15,27
"7MH7",4,11,43,19,41,22,38,43,35,25,39,71,65,59,36,33,9,23,53,29
"7MH7",5,12,29,87,60,59,19,25,12,25,19,69,75,79,35,17,9,80,29,18
"7MH7",6,25,44,25,55,5,30,29,39,15,20,48,79,65,35,25,11,75,25,36
"7MH7",7,10,29,81,80,67,9,14,13,33,8,79,88,74,5,10,41,82,27,11
"7MH7",8,16,46,19,34,9,62,65,34,12,64,82,35,18,55,72,13,56,15,55
"7MH7",9,6,21,72,61,70,26,21,84,61,21,73,69,89,15,72,50,60,25,16
"7MH7",10,9,56,18,60,65,65,52,5,32,62,83,56,11,62,73,8,31,29,52
"7MH7",11,6,13,62,40,80,10,6,78,47,6,82,86,100,15,44,45,88,14,9
"7MH7",12,16,66,32,72,6,59,80,9,33,52,65,30,19,66,64,10,15,29,74
"7MH7",13,16,4,32,34,86,14,7,65,35,4,80,72,96,5,16,62,73,21,9
"7MH7",14,24,65,36,63,11,86,69,8,40,66,75,21,20,75,89,1,10,43,81
"7MH7",15,18,84,21,85,14,77,61,19,39,77,38,22,29,64,70,10,15,57,82
"7MH7",16,17,59,27,66,13,57,64,13,17,64,35,12,69,58,58,26,16,56,52
"7MH7",17,11,97,17,77,10,63,74,17,43,72,31,15,37,64,72,8,17,35,70
"7MH7",18,9,32,36,35,44,15,42,65,62,21,61,61,28,35,43,8,37,52,63
"7MH7",19,9,10,71,18,72,6,13,86,44,10,73,69,100,17,14,54,75,12,15
"7MH7",20,11,39,73,27,26,39,40,84,62,25,76,68,61,21,45,19,40,41,58
"7MH7",21,7,11,56,40,83,7,11,85,59,16,66,72,98,13,64,56,62,27,8
"7MH7",22,7,48,43,54,43,52,23,67,38,9,69,68,54,11,41,52,58,31,12
"7MH7",23,6,22,65,25,78,6,19,70,40,19,66,70,98,26,33,65,67,28,13
"7MH7",24,7,55,69,63,60,31,32,74,60,13,73,62,53,17,29,34,55,18,26
"7MH7",25,8,15,68,35,71,13,11,83,58,10,64,70,91,14,20,64,79,28,17
"7MH7",26,6,28,66,45,65,27,34,73,41,20,76,63,66,23,23,59,61,25,14
"7MH7",27,0,6,86,15,97,6,21,85,32,4,80,73,100,40,9,64,72,22,8
"7MH7",28,4,56,39,42,41,61,54,60,33,37,64,64,57,56,58,35,37,56,56
"7MH7",29,16,74,25,69,24,64,75,18,33,52,59,34,37,64,58,20,22,55,72
"7MH7",30,33,72,18,74,5,68,72,4,11,83,37,15,10,78,76,6,10,59,74
"7MH7",31,12,85,21,79,11,73,54,14,36,67,41,31,22,59,69,16,25,40,76
"7MH7",32,9,54,81,57,36,45,45,52,38,52,82,43,69,40,59,20,56,36,52
"7MH7",33,6,9,60,27,77,6,15,69,28,7,68,68,100,26,17,60,69,36,8
"7MH7",34,8,25,66,39,61,30,16,67,32,18,61,73,72,12,37,58,64,17,9
"7MH7",35,0,12,82,16,77,24,11,67,34,6,70,91,100,9,10,77,81,23,6
"7MH7",36,12,36,73,28,61,17,24,72,41,14,85,70,75,26,21,62,70,29,14
"7MH7",37,4,1,89,10,77,11,42,70,17,41,65,55,94,36,46,76,63,33,19
"7MH7",38,8,41,60,38,63,42,52,64,31,15,70,63,73,35,25,48,72,33,21
"7MH7",39,5,11,64,14,100,15,60,80,23,6,58,73,100,30,13,73,65,16,8
"7MH7",40,12,57,62,41,12,43,54,41,33,58,74,54,43,62,58,31,54,17,13
"7MH7",41,6,7,74,13,84,13,21,73,70,16,68,67,100,15,22,60,64,24,10
"7MH7",42,4,72,82,28,19,14,28,69,30,8,70,77,66,14,39,57,25,39,17
"7MH7",43,8,68,42,29,16,9,18,75,26,21,78,62,56,24,40,38,77,40,14
"7MH7",44,13,84,27,73,13,56,60,29,20,61,37,36,57,62,56,15,31,54,54
"7MH7",45,28,97,23,61,13,51,58,27,21,86,39,26,44,62,86,13,17,38,54
"7MH7",46,7,34,62,34,57,32,39,63,38,18,64,58,67,18,29,30,62,34,19
"7MH7",47,7,27,55,27,57,8,29,63,34,16,69,63,91,13,20,66,59,12,14
"7MH7",48,8,52,37,57,54,66,26,59,66,34,65,58,61,28,36,58,74,33,26
"7MH7",49,6,9,69,15,67,10,30,72,37,15,75,72,100,10,18,69,67,26,7
"7MH7",50,10,57,67,35,39,54,42,76,28,59,82,52,84,44,63,32,57,62,53
"7MH7",51,8,19,68,31,72,11,27,72,38,12,71,76,100,19,22,65,71,35,9
"7MH7",52,12,63,58,36,13,31,37,73,67,19,72,63,73,15,30,40,65,27,11
"7MH7",53,6,10,73,18,83,5,21,83,62,11,73,87,100,10,18,69,73,27,7
"7MH7",54,11,37,79,41,65,24,36,64,39,21,72,60,69,31,57,63,68,40,12
"7MH7",55,6,12,76,12,61,21,31,69,39,13,73,78,98,9,24,72,70,25,7
"7MH7",56,11,67,48,60,13,69,63,59,18,63,59,29,67,57,68,60,27,56,14
"7MH7",57,17,80,24,74,15,71,57,33,18,70,62,21,46,68,75,23,46,70,60
"7MH7",58,17,83,23,76,8,64,61,16,33,70,57,20,64,58,59,9,30,63,64
"7MH7",59,28,75,34,88,10,83,59,18,23,61,46,21,32,72,81,8,15,62,72
"7MH7",60,9,32,52,39,59,29,55,66,54,34,61,60,83,30,32,53,42,40,22
"7MH7",61,11,13,73,31,81,7,17,82,39,17,64,63,95,20,12,63,63,33,13
"807X",1,98,83,10,100,1,100,88,1,40,81,82,5,4,94,1,1,4,58,87
"807X",2,100,99,8,91,1,86,77,7,60,83,97,1,1,84,1,1,1,54,81
"807X",3,100,100,15,82,1,100,69,1,73,77,78,1,1,81,1,1,1,55,77
"807X",4,62,11,13,73,1,93,94,66,9,65,72,1,1,64,66,1,31,46,62
"807X",5,62,80,1,83,21,81,89,16,85,18,81,9,1,84,25,1,59,1,8
"807X",6,82,97,1,100,1,100,100,1,1,93,100,1,1,100,1,1,1,100,100
"807X",7,80,100,1,100,1,100,100,1,1,55,76,1,1,100,1,1,1,73,32
"807X",8,97,16,1,73,1,87,87,2,6,86,89,1,1,100,1,1,1,85,85
"807X",9,100,100,1,100,1,100,100,99,1,100,86,1,1,87,2,1,1,84,20
"807X",10,100,91,3,100,11,100,100,1,1,100,89,1,1,94,1,1,1,100,100
"807X",11,78,100,1,100,1,88,76,1,33,58,82,7,22,85,69,1,13,15,1
"807X",12,98,95,1,100,1,91,67,48,1,84,85,3,12,100,1,1,1,100,100
"807X",13,91,100,1,100,1,72,85,13,77,60,48,1,1,100,1,1,1,69,11
"807X",14,59,1,1,58,41,100,100,67,41,65,100,24,1,100,1,1,1,33,15
"807X",15,64,100,39,100,1,100,100,66,70,47,21,1,1,28,69,13,15,15,9
"807X",16,93,100,1,100,1,100,100,1,1,100,100,1,1,100,1,1,1,100,100
"807X",17,84,85,1,97,1,92,91,80,74,80,71,5,12,100,1,1,1,50,1
"807X",18,84,17,1,34,1,49,58,80,81,68,27,7,27,14,86,27,24,17,1
"807X",19,100,100,1,100,1,100,100,1,1,90,1,1,1,100,3,1,1,100,36
"807X",20,83,100,1,100,1,100,100,1,1,100,98,1,1,100,1,1,1,100,100
"807X",21,89,100,1,100,1,100,87,1,1,75,78,14,1,100,3,1,1,78,1
"807X",22,100,95,1,100,4,97,98,1,11,100,93,3,1,100,1,1,1,99,100
"807X",23,92,97,1,91,1,96,88,10,1,100,100,1,1,100,1,1,1,100,86
"807X",24,95,22,1,28,1,85,45,73,75,42,18,1,1,66,1,1,8,1,1
"807X",25,85,92,1,91,1,95,93,1,2,89,81,7,1,84,1,1,1,4,1
"807X",26,85,11,1,100,1,100,100,1,1,81,100,1,1,100,1,1,1,100,100
"807X",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807X",28,89,92,1,82,1,100,97,6,8,89,90,1,1,98,1,1,1,82,1
"807X",29,100,100,1,98,1,83,93,3,1,54,76,5,1,86,1,1,1,85,100
"807X",30,87,92,8,98,1,100,100,1,9,94,85,10,82,84,1,1,1,68,1
"807X",31,89,100,1,100,1,100,100,1,1,86,89,1,1,99,1,1,1,82,100
"807X",32,100,100,1,97,1,100,100,4,1,100,90,1,1,95,1,1,1,100,1
"807X",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807X",34,78,30,1,65,1,97,100,2,1,100,100,1,31,76,5,1,1,54,1
"807X",35,96,98,1,100,1,92,100,1,1,100,100,1,1,83,1,1,1,91,100
"807X",36,97,88,1,94,1,94,98,1,1,75,93,1,1,100,1,1,1,84,1
"807X",37,100,100,1,100,1,100,100,65,23,39,62,2,1,98,1,1,1,27,1
"807X",38,100,94,1,100,1,95,99,1,1,100,93,1,1,98,1,1,1,100,1
"807X",39,100,100,1,100,1,100,100,1,1,100,100,1,29,86,9,1,1,55,1
"807X",40,62,1,69,65,1,11,70,78,87,26,35,61,1,19,100,1,65,1,1
"807X",41,79,71,1,92,19,63,63,83,58,24,37,71,13,48,84,1,66,1,1
"807X",42,96,100,1,89,1,100,97,1,9,85,100,3,1,95,96,1,1,87,1
"807X",43,80,100,1,100,1,100,100,1,1,100,100,1,1,100,1,1,1,61,1
"807X",44,90,100,1,95,1,77,87,10,17,72,91,22,69,94,27,1,3,86,1
"807X",45,85,89,1,99,1,95,81,1,8,90,91,1,1,68,15,1,1,33,1
"807X",46,90,92,1,86,1,86,68,13,1,75,81,10,1,70,1,1,1,76,1
"807X",47,82,96,18,72,1,81,97,75,69,4,1,66,1,27,66,33,25,2,1
"807X",48,90,66,18,75,7,66,30,75,12,71,81,1,69,59,1,1,1,54,1
"807X",49,72,90,1,95,24,100,99,89,96,89,9,62,79,28,63,1,74,9,1
"807X",50,85,68,1,86,1,90,86,5,2,100,100,1,69,89,1,1,1,34,1
"807X",51,89,100,1,100,1,82,98,1,33,68,99,1,17,90,1,1,1,54,1
"807X",52,74,93,3,100,1,100,83,89,46,86,85,48,12,74,67,1,1,17,1
"807X",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807X",54,81,100,1,100,1,84,95,2,1,89,78,45,1,74,1,1,9,64,1
"807X",55,71,100,5,100,1,99,74,69,70,28,30,66,79,26,100,1,88,1,1
"807X",56,75,78,29,81,3,75,72,80,5,65,65,9,68,81,100,1,64,1,1
"807X",57,74,91,100,88,13,59,67,40,56,16,13,62,61,13,100,1,62,15,2
"807X",58,87,35,100,79,7,90,91,70,83,8,25,64,4,9,100,1,66,20,1
"807X",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807X",60,86,94,16,90,4,91,69,17,74,90,91,10,4,62,58,1,68,1,1
"807X",61,83,91,41,100,1,76,82,1,68,69,79,24,1,62,82,1,48,21,1
"807X",62,89,69,94,68,20,62,73,74,71,33,16,63,35,31,86,1,67,21,1
"807X",63,90,85,54,75,8,82,75,42,71,35,33,64,67,66,91,1,62,68,1
"807X",64,89,80,6,87,1,83,87,15,81,75,83,17,15,63,16,1,14,94,1
"AGV0",1,14,70,89,79,39,50,29,79,10,14,15,74,24,14,90,10,49,15,64
"AGV0",2,10,15,100,49,59,34,25,89,70,10,15,89,20,10,90,21,74,24,60
"AGV0",3,1,75,100,75,10,10,25,100,29,1,24,100,11,1,100,49,49,35,34
"AGV0",4,1,11,98,16,75,1,1,85,100,1,2,98,40,1,100,10,75,1,49
"AGV0",5,1,70,84,49,100,29,49,75,24,10,10,84,49,25,100,49,74,49,49
"AGV0",6,30,89,49,84,15,50,85,49,74,74,49,25,49,70,79,34,29,49,25
"AGV0",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGV0",8,29,85,49,83,25,49,69,85,25,69,49,35,49,54,65,15,49,59,49
"AGV0",9,49,85,30,75,21,49,65,15,1,70,49,25,15,75,25,30,16,74,85
"AGV0",10,25,79,30,75,20,68,60,59,21,67,30,60,19,59,60,39,19,59,49
"AGV0",11,24,50,79,64,15,49,74,20,15,49,1,75,73,20,100,79,79,1,1
"AGV0",12,20,84,100,80,10,49,75,60,10,60,12,24,49,60,94,79,10,10,10
"AGV0",13,20,80,49,80,15,79,79,60,14,80,49,21,49,59,79,100,1,80,1
"AGV0",14,39,80,20,85,17,79,89,21,50,70,15,17,70,49,28,14,25,49,82
"AGV0",15,NA,82,80,26,79,53,73,59,1,1,35,79,21,20,75,73,18,19,19
"AGV0",16,14,85,40,64,10,75,49,49,10,30,19,49,75,34,100,70,69,64,20
"AGV0",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGV0",18,29,89,75,30,19,60,60,80,20,20,60,21,89,10,100,25,49,24,25
"AGV0",19,10,50,100,4,7,9,7,80,50,9,9,100,100,5,93,14,89,33,49
"AGV0",20,20,89,49,49,10,79,59,85,14,75,74,20,75,75,34,19,50,75,74
"AGV0",21,1,60,81,14,44,55,15,83,14,14,39,85,74,15,69,79,100,40,20
"AGV0",22,1,74,100,25,100,100,5,100,2,3,4,100,68,1,100,100,100,6,1
"AGV0",23,15,64,100,20,20,29,15,79,15,49,20,69,49,49,85,84,85,25,14
"AGV0",24,15,75,84,49,60,60,29,70,19,19,49,79,29,60,70,10,74,65,74
"AGV0",25,25,49,79,34,20,70,64,64,6,6,75,49,60,60,30,49,75,74,49
"AGV0",26,15,80,100,49,15,75,49,85,20,25,50,84,74,25,100,49,79,64,80
"AGV0",27,11,70,100,60,10,50,49,100,10,39,50,100,80,19,100,24,74,19,1
"AGV0",28,25,100,100,49,1,80,49,20,1,25,100,49,74,74,49,20,30,74,49
"AGV0",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGV0",30,1,19,100,15,1,1,1,100,100,1,9,100,50,1,100,49,100,1,49
"AGV0",31,16,100,49,100,1,84,100,49,34,79,79,1,49,80,78,20,25,66,50
"AGV0",32,19,100,79,65,1,79,49,49,1,49,20,70,59,50,100,80,49,50,1
"AGV0",33,11,70,70,50,21,22,20,100,1,20,74,76,100,30,76,73,74,1,1
"AGV0",34,1,19,79,50,1,79,34,80,1,30,29,1,30,69,100,1,80,70,69
"AGV0",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGV0",36,1,6,99,1,100,49,2,100,24,1,49,100,1,24,100,100,100,19,1
"AGV0",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGV0",38,21,17,49,19,1,20,9,89,84,7,61,100,66,14,75,1,76,19,48
"AGV0",39,1,9,100,19,1,65,1,83,20,19,20,99,19,20,96,70,97,64,29
"AGV0",40,1,49,85,30,1,50,70,70,49,19,19,100,29,29,75,48,74,25,24
"AGV0",41,2,73,100,69,1,34,1,99,100,25,49,100,29,1,100,1,59,1,49
"AGV0",42,1,1,100,1,49,1,1,100,100,1,49,100,49,1,100,100,100,1,6
"AGV0",43,15,25,100,25,20,90,90,100,1,39,49,74,74,25,100,1,100,49,24
"AGV0",44,1,49,100,1,24,1,1,100,100,1,1,100,74,1,100,29,100,1,15
"AGV0",45,1,10,49,74,1,35,49,100,100,20,100,100,74,25,50,1,65,1,49
"AGV0",46,1,1,100,1,49,1,1,100,100,1,50,100,1,1,100,49,100,1,1
"AGV0",47,1,1,100,1,1,1,1,100,100,1,1,100,49,1,100,100,100,1,1
"AGV0",48,1,49,24,49,2,74,49,100,1,100,29,1,1,100,50,75,1,100,24
"AGV0",49,1,49,1,49,1,100,49,100,1,100,74,100,49,74,100,25,49,74,49
"AGV0",50,1,1,100,1,49,84,1,100,100,1,100,100,1,1,100,100,100,1,49
"AGV0",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGV0",52,15,80,1,50,15,75,75,25,1,49,1,29,70,74,50,1,50,74,49
"AGV0",53,1,75,49,49,2,75,51,49,4,5,50,100,4,6,100,100,50,65,1
"AGV0",54,1,100,49,49,1,100,74,49,1,1,49,100,1,50,49,1,24,49,75
"AGV0",55,2,75,1,74,1,74,100,1,1,100,1,1,49,74,49,1,4,74,49
"AGV0",56,1,45,100,1,1,55,1,100,34,50,1,100,75,1,100,25,50,75,75
"AGV0",57,1,49,24,49,1,25,24,100,1,49,1,75,100,74,100,1,49,100,49
"AGV0",58,1,49,25,74,1,74,75,1,1,100,25,1,74,100,1,75,1,100,25
"AGV0",59,1,100,50,100,1,100,75,100,1,100,14,49,75,100,24,1,24,1,25
"AGV0",60,2,1,100,50,2,74,49,100,1,25,1,25,2,74,100,75,50,74,1
"AGV0",61,1,74,49,100,24,100,100,49,1,100,15,1,49,100,24,1,24,100,100
"AGV0",62,1,25,49,24,75,100,25,74,50,25,74,74,24,25,49,25,74,1,49
"AGV0",63,1,100,50,100,1,100,100,1,3,100,1,1,24,100,64,1,1,100,50
"AGV0",64,6,1,49,49,1,1,2,100,100,4,1,100,49,1,100,100,100,1,1
"AGV0",65,1,100,1,75,1,100,50,1,50,74,1,50,74,50,29,49,1,75,50
"AGV0",66,1,100,1,100,1,100,100,24,1,100,3,1,1,100,25,24,1,100,24
"AGV0",67,1,75,3,51,25,100,64,75,1,74,1,100,69,100,80,49,50,100,26
"AGV0",68,49,100,1,100,24,100,100,1,1,100,1,1,1,100,1,75,1,100,16
"AGV0",69,3,100,24,100,9,100,100,11,4,76,14,49,8,82,74,49,1,100,49
"ATWY",1,71,60,9,60,5,81,71,4,4,49,70,20,9,49,1,1,4,68,65
"ATWY",2,73,80,1,65,1,69,68,1,50,50,79,1,1,57,1,1,1,49,85
"ATWY",3,74,74,1,58,1,75,59,2,49,50,74,1,1,49,1,1,1,49,59
"ATWY",4,76,10,1,39,1,73,73,1,80,50,82,1,1,70,1,1,1,14,80
"ATWY",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATWY",6,74,29,1,59,1,75,65,1,19,49,75,1,1,64,1,1,1,34,75
"ATWY",7,73,19,1,65,1,75,49,1,14,50,75,1,1,48,1,1,1,65,69
"ATWY",8,73,70,1,64,1,65,65,1,50,49,74,1,1,49,1,1,1,14,64
"ATWY",9,73,29,1,63,1,64,64,1,19,50,73,1,1,60,1,1,1,60,66
"ATWY",10,74,78,1,77,1,69,68,1,19,50,76,1,1,65,1,1,1,32,71
"ATWY",11,68,19,1,54,1,39,54,29,70,1,69,1,19,59,1,1,1,20,20
"ATWY",12,74,9,1,69,1,79,60,1,1,50,79,1,1,64,1,1,1,69,70
"ATWY",13,74,73,1,72,1,82,68,1,21,50,70,1,1,69,1,1,1,75,76
"ATWY",14,64,10,59,30,1,60,70,1,70,1,29,59,1,19,69,1,59,14,19
"ATWY",15,71,70,1,78,1,75,59,1,9,50,75,1,1,69,1,1,1,75,59
"ATWY",16,74,70,1,60,1,74,60,1,14,49,75,11,1,60,1,14,1,59,60
"ATWY",17,74,69,1,64,19,61,62,1,14,50,74,1,1,63,1,1,1,69,71
"ATWY",18,67,30,24,54,1,60,70,1,19,50,69,55,1,15,74,1,1,60,55
"ATWY",19,72,65,1,65,1,69,64,1,26,49,70,9,1,64,1,1,1,66,67
"ATWY",20,73,76,1,70,1,70,67,1,39,58,73,1,1,67,1,1,1,59,58
"ATWY",21,72,60,1,59,1,64,60,1,1,54,75,15,1,65,1,1,1,64,64
"ATWY",22,72,60,1,59,1,54,64,1,20,56,75,14,1,65,1,1,1,68,60
"ATWY",23,67,59,9,40,1,59,59,1,1,60,40,20,1,59,1,1,1,70,58
"ATWY",24,67,64,1,59,1,55,60,1,24,39,66,25,19,40,1,1,1,61,61
"ATWY",25,70,68,1,75,1,69,69,1,20,58,72,15,1,66,1,1,1,66,67
"ATWY",26,76,75,1,76,1,76,63,1,11,64,75,1,1,73,1,1,1,72,66
"ATWY",27,69,61,1,69,1,74,74,1,24,64,69,1,1,70,1,1,1,67,65
"ATWY",28,72,29,1,67,1,79,69,1,1,66,59,1,1,72,1,1,1,79,59
"ATWY",29,70,69,1,74,1,76,61,1,9,67,73,1,1,73,1,1,1,70,63
"ATWY",30,71,60,1,59,1,59,65,1,14,66,74,1,1,69,1,1,1,62,58
"ATWY",31,70,29,1,69,1,65,59,1,15,60,75,1,1,69,1,24,1,69,61
"ATWY",32,69,69,1,61,1,72,65,1,19,66,78,1,1,76,1,1,1,68,59
"ATWY",33,71,59,1,65,1,75,69,1,10,64,74,1,1,70,1,1,1,69,60
"ATWY",34,69,70,1,64,1,69,65,1,15,69,39,17,1,73,1,1,1,64,51
"ATWY",35,62,30,71,20,19,20,40,69,74,20,14,59,64,15,75,1,60,14,30
"ATWY",36,66,68,1,70,15,71,60,1,1,65,75,1,1,69,1,1,1,61,50
"ATWY",37,72,70,1,70,1,74,59,1,1,64,73,1,1,68,1,1,1,76,60
"ATWY",38,66,70,1,70,1,74,59,1,19,65,74,1,1,69,1,1,1,65,59
"ATWY",39,64,70,1,70,1,69,59,1,1,60,74,1,1,69,1,1,1,64,54
"ATWY",40,74,79,1,80,1,80,80,1,24,64,59,1,1,70,1,1,1,49,75
"ATWY",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATWY",42,70,65,1,75,1,75,62,1,9,70,60,1,1,73,1,1,1,65,79
"ATWY",43,68,29,51,64,1,66,65,1,15,49,62,1,1,66,1,1,1,64,62
"ATWY",44,69,50,30,54,1,60,60,1,40,61,58,13,1,62,1,1,20,59,71
"ATWY",45,66,69,15,72,1,73,69,1,14,71,77,11,1,77,1,1,1,63,65
"ATWY",46,66,60,1,63,1,58,69,1,18,63,77,1,1,71,1,12,1,65,61
"ATWY",47,70,64,1,63,1,69,61,1,15,60,72,12,1,69,1,1,1,63,62
"ATWY",48,64,71,1,64,1,63,67,1,12,71,72,1,1,74,1,1,1,66,60
"ATWY",49,66,65,1,69,14,66,70,1,23,63,69,17,1,71,1,14,1,64,30
"ATWY",50,65,69,1,64,1,64,64,1,9,70,70,1,1,70,1,1,1,72,64
"ATWY",51,61,67,1,68,1,62,63,1,13,71,73,33,1,63,1,18,1,62,62
"ATWY",52,59,55,9,60,5,55,35,65,60,29,20,64,1,30,59,15,19,14,49
"ATWY",53,65,60,14,61,1,65,61,1,19,65,67,1,1,70,1,1,1,59,58
"ATWY",54,70,69,1,72,1,72,71,1,1,71,72,1,1,71,1,1,1,70,65
"ATWY",55,73,70,10,69,9,74,59,1,1,65,72,1,1,72,1,1,1,68,59
"ATWY",56,74,70,1,70,1,78,67,1,1,74,68,1,1,75,1,1,1,76,80
"ATWY",57,70,73,1,70,1,69,65,1,1,63,1,1,1,62,1,1,1,73,69
"ATWY",58,70,70,1,69,1,75,58,1,1,74,75,7,1,73,1,1,1,74,61
"ATWY",59,60,70,35,60,34,69,36,1,71,39,34,64,1,50,30,10,9,69,70
"ATWY",60,60,59,40,59,64,20,59,29,15,15,14,65,1,34,70,9,60,21,20
"ATWY",61,69,72,1,76,1,74,66,1,12,69,74,1,1,75,1,1,1,70,63
"ATWY",62,70,69,1,73,1,70,60,1,1,72,74,1,1,71,1,1,1,70,58
"ATWY",63,72,76,1,75,1,76,63,1,14,70,74,10,1,74,1,1,1,75,65
"ATWY",64,72,76,1,75,1,74,69,1,8,70,74,1,1,74,1,1,1,73,64
"ATWY",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATWY",66,72,72,1,73,1,76,70,1,10,71,74,1,1,72,1,1,1,74,61
"ATWY",67,73,76,1,74,1,75,72,1,13,73,76,1,1,73,1,1,1,70,68
"BZBD",1,29,60,76,41,13,56,7,68,70,35,46,65,56,33,61,29,70,27,54
"BZBD",2,19,37,63,52,32,47,28,53,70,57,60,62,54,42,60,31,71,39,37
"BZBD",3,35,29,33,71,22,37,8,32,79,37,62,59,30,56,33,14,72,42,39
"BZBD",4,NA,70,52,33,25,60,21,42,69,37,54,62,73,36,40,15,71,40,44
"BZBD",5,22,16,58,31,22,33,16,61,62,28,57,75,60,21,60,6,76,32,23
"BZBD",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZBD",7,27,80,29,69,12,65,28,24,65,31,63,39,65,37,63,36,73,34,31
"BZBD",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZBD",9,63,72,36,70,9,78,3,38,74,38,69,85,62,36,66,24,74,33,38
"BZBD",10,29,34,58,32,25,39,24,68,71,32,36,59,74,40,63,33,65,30,34
"BZBD",11,27,19,67,26,17,31,9,75,66,27,65,83,88,31,69,24,73,31,31
"BZBD",12,20,60,29,64,37,36,26,56,35,56,64,55,76,53,44,23,67,36,60
"BZBD",13,27,68,31,30,26,32,26,50,26,52,52,79,64,48,31,14,77,26,64
"BZBD",14,27,31,57,27,41,37,36,60,57,31,49,69,67,37,52,34,59,24,57
"BZBD",15,27,31,70,17,73,19,24,61,63,27,73,78,90,26,62,33,76,30,62
"BZBD",16,20,25,72,27,36,18,3,56,51,33,52,82,94,38,49,39,73,40,66
"BZBD",17,34,22,63,28,20,11,8,58,25,53,63,83,86,70,39,25,66,30,56
"BZBD",18,34,22,65,33,35,29,29,49,57,55,52,63,100,42,53,26,71,29,50
"BZBD",19,28,30,64,36,35,42,20,55,65,52,50,70,59,33,53,34,62,27,37
"BZBD",20,NA,30,60,35,29,31,20,52,65,29,53,75,53,32,31,32,68,36,40
"BZBD",21,36,35,59,24,27,36,33,56,78,31,50,77,62,29,59,26,66,30,49
"BZBD",22,33,39,59,33,30,38,15,69,70,32,60,75,66,33,51,34,78,38,40
"BZBD",23,27,15,71,15,19,28,14,69,80,24,48,76,39,24,66,42,92,22,45
"BZBD",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZBD",25,29,28,41,35,21,37,28,52,63,50,57,92,57,43,45,30,72,41,51
"BZBD",26,17,22,76,32,27,21,14,57,82,42,60,86,59,46,52,27,89,28,50
"BZBD",27,22,31,53,26,29,36,23,52,81,39,52,75,58,39,50,37,66,24,36
"BZBD",28,22,16,60,29,31,39,14,54,78,28,56,87,35,37,54,40,80,24,38
"BZBD",29,35,69,51,56,28,51,30,51,76,41,49,75,38,49,39,29,67,30,47
"BZBD",30,27,62,57,62,26,36,15,54,72,42,50,71,65,37,54,42,71,40,51
"BZBD",31,24,25,62,21,29,42,19,58,83,46,54,84,51,43,53,29,57,30,50
"BZBD",32,36,33,52,32,29,29,31,53,69,42,52,76,58,29,58,33,80,27,41
"BZBD",33,24,35,68,21,21,20,25,77,82,45,61,80,54,36,51,38,74,30,48
"BZBD",34,21,57,37,63,39,30,27,57,68,34,62,83,39,49,31,28,34,36,31
"BZBD",35,34,69,32,73,19,64,73,35,41,41,63,41,59,71,42,40,43,39,36
"BZBD",36,26,64,36,60,35,41,17,49,73,42,66,78,50,45,59,43,57,36,48
"BZBD",37,31,29,58,27,31,51,18,65,84,52,64,82,50,56,27,37,58,37,49
