"ID","Time","PAffect","FocusImportantMoments","AllowFeelings","ObserveThoughtsDistance","SelfPole","ChoseValue","CommitAction"
7151,29,4.25,15,2,1,0,34,32
7151,30,NA,NA,NA,NA,NA,NA,NA
7151,31,13.5,38,29,25,27,43,34
7151,32,6.75,19,19,23,21,45,40
7151,33,NA,NA,NA,NA,NA,NA,NA
7151,34,NA,NA,NA,NA,NA,NA,NA
7151,35,5.5,51,26,19,18,52,32
7151,36,7,53,31,20,26,44,32
7151,37,7.25,42,24,49,23,34,24
7151,38,6.75,21,23,29,19,35,25
7151,39,NA,NA,NA,NA,NA,NA,NA
7151,40,NA,NA,NA,NA,NA,NA,NA
7151,41,NA,NA,NA,NA,NA,NA,NA
7151,42,NA,NA,NA,NA,NA,NA,NA
7152,1,49.75,55,62,54,70,82,84
7152,2,NA,NA,NA,NA,NA,NA,NA
7152,3,NA,NA,NA,NA,NA,NA,NA
7152,4,33.5,79,57,3,48,60,54
7152,5,15.75,73,59,17,33,48,50
7152,6,51.5,78,49,73,75,75,80
7152,7,59,83,99,83,85,99,87
7152,8,73,79,82,83,83,77,76
7152,9,NA,NA,NA,NA,NA,NA,NA
7152,10,48,16,11,12,11,78,78
7152,11,46,31,14,2,7,52,58
7152,12,20.75,18,12,3,36,54,72
7152,13,65.25,81,71,77,69,100,81
7152,14,66.75,99,100,98,100,100,85
7152,15,NA,NA,NA,NA,NA,NA,NA
7152,16,10.25,29,35,30,31,52,1
7152,17,14.5,11,9,8,22,47,57
7152,18,21.25,24,13,2,8,54,54
7152,19,60.75,99,70,77,100,83,98
7152,20,74,100,99,100,97,100,100
7152,21,NA,NA,NA,NA,NA,NA,NA
7152,22,72.25,99,99,87,84,100,83
7152,23,78,86,57,83,80,100,85
7152,24,NA,NA,NA,NA,NA,NA,NA
7152,25,NA,NA,NA,NA,NA,NA,NA
7152,26,NA,NA,NA,NA,NA,NA,NA
7152,27,NA,NA,NA,NA,NA,NA,NA
7152,28,69,100,89,91,100,100,87
7152,29,88.75,100,100,100,72,100,100
7152,30,NA,NA,NA,NA,NA,NA,NA
7152,31,70.5,99,100,100,75,100,80
7152,32,54.75,96,99,100,53,75,73
7152,33,NA,NA,NA,NA,NA,NA,NA
7152,34,NA,NA,NA,NA,NA,NA,NA
7152,35,47.25,91,16,57,39,53,53
7152,36,49.25,81,68,53,54,66,73
7152,37,48.25,72,53,50,26,46,50
7152,38,29,70,60,58,40,52,54
7152,39,NA,NA,NA,NA,NA,NA,NA
7152,40,50.75,67,52,53,35,54,62
7152,41,53.75,65,57,68,53,72,74
7152,42,NA,NA,NA,NA,NA,NA,NA
7153,1,42.5,65,14,15,9,28,21
7153,2,65.75,41,25,27,67,71,67
7153,3,NA,NA,NA,NA,NA,NA,NA
7153,4,NA,NA,NA,NA,NA,NA,NA
7153,5,59.75,77,72,58,43,73,65
7153,6,NA,NA,NA,NA,NA,NA,NA
7153,7,66.75,76,56,52,14,77,98
7153,8,82.25,87,69,57,47,91,88
7153,9,NA,NA,NA,NA,NA,NA,NA
7153,10,67.75,78,31,32,32,65,69
7153,11,81.75,85,42,41,13,77,93
7153,12,NA,NA,NA,NA,NA,NA,NA
7153,13,87.25,78,73,55,23,79,93
7153,14,65.25,62,36,28,7,53,27
7153,15,NA,NA,NA,NA,NA,NA,NA
7153,16,41.75,73,64,54,49,63,50
7153,17,82.5,73,67,56,76,77,80
7153,18,NA,NA,NA,NA,NA,NA,NA
7153,19,NA,NA,NA,NA,NA,NA,NA
7153,20,NA,NA,NA,NA,NA,NA,NA
7153,21,NA,NA,NA,NA,NA,NA,NA
7153,22,NA,NA,NA,NA,NA,NA,NA
7153,23,74.25,72,53,53,45,73,80
7153,24,NA,NA,NA,NA,NA,NA,NA
7153,25,NA,NA,NA,NA,NA,NA,NA
7153,26,NA,NA,NA,NA,NA,NA,NA
7153,27,NA,NA,NA,NA,NA,NA,NA
7153,28,NA,NA,NA,NA,NA,NA,NA
7153,29,NA,NA,NA,NA,NA,NA,NA
7153,30,NA,NA,NA,NA,NA,NA,NA
7153,31,NA,NA,NA,NA,NA,NA,NA
7153,32,NA,NA,NA,NA,NA,NA,NA
7153,33,NA,NA,NA,NA,NA,NA,NA
7153,34,NA,NA,NA,NA,NA,NA,NA
7153,35,NA,NA,NA,NA,NA,NA,NA
7153,36,NA,NA,NA,NA,NA,NA,NA
7153,37,NA,NA,NA,NA,NA,NA,NA
7153,38,NA,NA,NA,NA,NA,NA,NA
7153,39,NA,NA,NA,NA,NA,NA,NA
7153,40,NA,NA,NA,NA,NA,NA,NA
7153,41,NA,NA,NA,NA,NA,NA,NA
7153,42,NA,NA,NA,NA,NA,NA,NA
7156,1,38,23,52,48,43,38,21
7156,2,82.25,76,79,71,53,99,99
7156,3,NA,NA,NA,NA,NA,NA,NA
7156,4,53,57,40,38,3,65,63
7156,5,58.25,68,19,63,8,82,81
7156,6,40,72,35,42,3,75,98
7156,7,86.75,98,66,31,20,98,98
7156,8,98.25,98,100,98,98,100,98
7156,9,NA,NA,NA,NA,NA,NA,NA
7156,10,55.75,83,53,72,45,76,74
7156,11,71.25,60,71,66,26,55,55
7156,12,59.5,18,67,80,19,82,58
7156,13,55.75,51,60,52,29,51,2
7156,14,99.5,99,99,100,77,99,98
7156,15,NA,NA,NA,NA,NA,NA,NA
7156,16,77.25,51,67,68,38,84,83
7156,17,63,75,52,75,55,54,77
7156,18,83.75,86,71,73,42,99,84
7156,19,87.75,78,98,93,72,98,99
7156,20,88.5,55,84,83,52,87,68
7156,21,NA,NA,NA,NA,NA,NA,NA
7156,22,69.5,52,75,76,51,50,51
7156,23,83.75,79,77,67,49,100,98
7156,24,87.5,74,55,56,33,89,87
7156,25,76.25,94,55,88,39,93,93
7156,26,17.5,16,1,2,2,12,8
7156,27,NA,NA,NA,NA,NA,NA,NA
7156,28,3.25,7,1,1,1,23,22
7156,29,51.5,23,23,1,1,52,24
7156,30,49.75,16,38,13,2,58,26
7156,31,45.75,54,52,73,34,78,53
7156,32,99,98,91,92,94,99,100
7156,33,NA,NA,NA,NA,NA,NA,NA
7156,34,82,83,81,85,47,79,68
7156,35,86.25,100,80,78,70,100,100
7156,36,54.5,48,73,74,27,32,76
7156,37,85.5,100,91,91,51,90,87
7156,38,100,100,100,100,100,100,100
7156,39,NA,NA,NA,NA,NA,NA,NA
7156,40,73.75,84,51,47,17,100,100
7156,41,66.25,75,56,56,26,80,80
7156,42,NA,NA,NA,NA,NA,NA,NA
7157,1,16.75,35,38,57,18,58,72
7157,2,24.5,28,62,59,61,71,73
7157,3,NA,NA,NA,NA,NA,NA,NA
7157,4,22,16,28,44,11,16,70
7157,5,8,15,39,42,8,7,6
7157,6,29.5,66,76,65,52,49,54
7157,7,NA,NA,NA,NA,NA,NA,NA
7157,8,21.75,58,58,49,13,63,75
7157,9,NA,NA,NA,NA,NA,NA,NA
7157,10,15,39,54,53,21,43,62
7157,11,NA,NA,NA,NA,NA,NA,NA
7157,12,NA,NA,NA,NA,NA,NA,NA
7157,13,18,72,65,52,13,65,67
7157,14,29.25,34,38,65,15,63,66
7157,15,NA,NA,NA,NA,NA,NA,NA
7157,16,13.75,37,42,38,12,25,35
7157,17,NA,NA,NA,NA,NA,NA,NA
7157,18,36.25,70,70,70,54,72,31
7157,19,NA,NA,NA,NA,NA,NA,NA
7157,20,NA,NA,NA,NA,NA,NA,NA
7157,21,NA,NA,NA,NA,NA,NA,NA
7157,22,27,64,61,56,43,44,61
7157,23,NA,NA,NA,NA,NA,NA,NA
7157,24,40.25,59,41,63,34,82,73
7157,25,NA,NA,NA,NA,NA,NA,NA
7157,26,20.75,55,23,54,42,51,66
7157,27,NA,NA,NA,NA,NA,NA,NA
7157,28,NA,NA,NA,NA,NA,NA,NA
7157,29,20.75,53,49,27,2,19,21
7157,30,NA,NA,NA,NA,NA,NA,NA
7157,31,NA,NA,NA,NA,NA,NA,NA
7157,32,30,76,62,63,53,66,63
7157,33,NA,NA,NA,NA,NA,NA,NA
7157,34,NA,NA,NA,NA,NA,NA,NA
7157,35,47.75,79,85,80,74,76,74
7157,36,47.75,69,72,66,48,52,48
7157,37,NA,NA,NA,NA,NA,NA,NA
7157,38,42.5,73,78,51,55,53,52
7157,39,NA,NA,NA,NA,NA,NA,NA
7157,40,NA,NA,NA,NA,NA,NA,NA
7157,41,34.5,56,56,61,42,52,68
7157,42,NA,NA,NA,NA,NA,NA,NA
7159,1,87.5,82,78,90,76,88,91
7159,2,91.75,91,80,80,82,85,83
7159,3,86,75,81,86,86,77,78
7159,4,NA,NA,NA,NA,NA,NA,NA
7159,5,79.75,84,85,90,72,89,91
7159,6,74.25,77,90,86,91,90,81
7159,7,91.25,85,86,90,93,93,94
7159,8,91,90,92,92,95,98,100
7159,9,95.25,91,98,94,95,98,95
7159,10,NA,NA,NA,NA,NA,NA,NA
7159,11,83.75,85,91,92,93,95,96
7159,12,91.5,93,94,92,92,95,95
7159,13,91.25,89,92,91,92,94,96
7159,14,90,92,93,90,91,90,90
7159,15,91,91,93,94,94,95,88
7159,16,NA,NA,NA,NA,NA,NA,NA
7159,17,88.5,90,89,74,84,94,94
7159,18,89.25,92,95,94,87,94,96
7159,19,NA,NA,NA,NA,NA,NA,NA
7159,20,92.5,92,92,93,93,93,96
7159,21,89,84,83,85,95,93,93
7159,22,NA,NA,NA,NA,NA,NA,NA
7159,23,85.75,81,86,87,81,92,87
7159,24,94.75,92,93,93,92,96,96
7159,25,92.25,90,93,97,98,94,95
7159,26,91.5,95,93,96,89,92,92
7159,27,85.5,88,93,82,91,91,86
7159,28,NA,NA,NA,NA,NA,NA,NA
7159,29,74.5,73,81,80,95,90,91
7159,30,73.75,76,76,90,74,85,86
7159,31,87.25,89,90,90,95,93,92
7159,32,92.75,96,93,97,100,97,100
7159,33,91.75,92,91,99,89,96,87
7159,34,NA,NA,NA,NA,NA,NA,NA
7159,35,88.75,91,89,87,94,95,92
7159,36,88.5,83,89,85,91,94,94
7159,37,89,74,85,81,89,85,81
7159,38,82.25,93,93,93,100,94,94
7159,39,90.75,88,91,92,94,92,91
7159,40,NA,NA,NA,NA,NA,NA,NA
7159,41,78.25,85,82,69,79,82,82
7159,42,NA,NA,NA,NA,NA,NA,NA
7162,1,70,68,51,62,76,37,55
7162,2,NA,NA,NA,NA,NA,NA,NA
7162,3,69.75,73,71,70,72,41,46
7162,4,NA,NA,NA,NA,NA,NA,NA
7162,5,83.5,69,66,53,55,73,80
7162,6,82.5,66,58,66,66,53,61
7162,7,64.25,55,40,77,83,89,80
7162,8,77.25,69,67,80,80,80,81
7162,9,NA,NA,NA,NA,NA,NA,NA
7162,10,NA,NA,NA,NA,NA,NA,NA
7162,11,77.5,94,91,79,86,95,91
7162,12,78.25,77,79,75,78,73,71
7162,13,84.75,84,79,78,84,85,90
7162,14,69.5,53,55,55,50,52,50
7162,15,84.25,40,88,79,84,97,98
7162,16,NA,NA,NA,NA,NA,NA,NA
7162,17,72,71,30,40,46,61,66
7162,18,65.25,54,38,56,63,68,58
7162,19,86.5,66,77,73,82,74,88
7162,20,88.25,73,74,74,75,75,86
7162,21,92.5,82,95,81,90,80,93
7162,22,NA,NA,NA,NA,NA,NA,NA
7162,23,88.5,90,81,69,82,75,83
7162,24,78,60,64,72,76,78,79
7162,25,68.25,71,81,80,82,77,76
7162,26,77.5,85,86,87,83,83,85
7162,27,77.75,69,65,65,66,100,86
7162,28,NA,NA,NA,NA,NA,NA,NA
7162,29,32.75,25,28,27,19,77,76
7162,30,72.25,53,55,55,53,54,55
7162,31,73.25,77,68,81,70,98,88
7162,32,44,34,39,61,86,85,87
7162,33,83.5,74,69,68,53,75,82
7162,34,NA,NA,NA,NA,NA,NA,NA
7162,35,19.75,22,3,1,3,14,54
7162,36,20.25,13,15,15,9,29,26
7162,37,36,13,10,0,27,55,55
7162,38,67,40,32,49,44,45,57
7162,39,64.25,62,59,54,44,61,65
7162,40,NA,NA,NA,NA,NA,NA,NA
7162,41,74.25,69,71,65,66,64,66
7162,42,78.5,69,68,66,68,76,69
7163,1,32,52,50,54,18,34,55
7163,2,48.5,53,54,52,3,6,34
7163,3,59,66,28,20,2,32,24
7163,4,NA,NA,NA,NA,NA,NA,NA
7163,5,45.75,35,41,28,1,35,42
7163,6,42.5,57,55,51,0,38,54
7163,7,51,45,41,51,21,52,33
7163,8,63.5,50,60,52,2,37,59
7163,9,58.75,59,48,23,56,55,59
7163,10,NA,NA,NA,NA,NA,NA,NA
7163,11,47.25,52,53,32,11,35,40
7163,12,59.25,58,65,55,53,57,58
7163,13,67,71,52,52,68,64,65
7163,14,57.75,57,51,27,65,66,60
7163,15,61.5,65,50,35,63,68,52
7163,16,NA,NA,NA,NA,NA,NA,NA
7163,17,46.5,55,25,40,36,54,42
7163,18,55.75,54,57,39,4,50,42
7163,19,63.25,50,58,56,20,52,67
7163,20,53,70,48,49,3,69,42
7163,21,60.25,55,54,34,4,67,62
7163,22,NA,NA,NA,NA,NA,NA,NA
7163,23,48.5,63,67,61,5,37,42
7163,24,61,71,62,62,72,74,55
7163,25,NA,NA,NA,NA,NA,NA,NA
7163,26,72.25,65,64,52,4,71,70
7163,27,77.25,75,61,40,17,67,45
7163,28,NA,NA,NA,NA,NA,NA,NA
7163,29,74,41,57,54,2,69,54
7163,30,65.75,53,54,52,10,53,54
7163,31,70,62,59,58,17,57,56
7163,32,67.75,66,65,57,1,63,70
7163,33,64.75,65,52,55,53,54,50
7163,34,NA,NA,NA,NA,NA,NA,NA
7163,35,61.5,54,57,52,25,53,42
7163,36,57,65,55,52,55,53,23
7163,37,56.75,63,54,53,7,65,45
7163,38,52,75,53,53,62,52,48
7163,39,52.75,70,54,52,53,64,64
7163,40,NA,NA,NA,NA,NA,NA,NA
7163,41,47,53,54,53,5,62,62
7163,42,43.75,63,64,54,7,64,57
7166,1,65,70,53,67,55,63,70
7166,2,65,52,67,43,48,69,68
7166,3,58,60,63,52,58,68,72
7166,4,NA,NA,NA,NA,NA,NA,NA
7166,5,59.25,65,65,63,64,58,68
7166,6,57.75,70,65,46,64,57,65
7166,7,NA,NA,NA,NA,NA,NA,NA
7166,8,66.25,68,68,67,60,67,69
7166,9,53,74,71,70,60,69,70
7166,10,NA,NA,NA,NA,NA,NA,NA
7166,11,55.5,64,62,58,48,62,63
7166,12,62,65,69,69,60,60,72
7166,13,61.75,67,66,62,51,66,69
7166,14,NA,NA,NA,NA,NA,NA,NA
7166,15,58.25,68,57,61,56,63,63
7166,16,NA,NA,NA,NA,NA,NA,NA
7166,17,59,58,59,60,59,60,61
7166,18,59.25,65,65,65,55,61,56
7166,19,57.5,61,65,61,61,61,63
7166,20,NA,NA,NA,NA,NA,NA,NA
7166,21,NA,NA,NA,NA,NA,NA,NA
7166,22,NA,NA,NA,NA,NA,NA,NA
7166,23,NA,NA,NA,NA,NA,NA,NA
7166,24,NA,NA,NA,NA,NA,NA,NA
7166,25,NA,NA,NA,NA,NA,NA,NA
7166,26,NA,NA,NA,NA,NA,NA,NA
7166,27,NA,NA,NA,NA,NA,NA,NA
7166,28,NA,NA,NA,NA,NA,NA,NA
7166,29,57.75,60,54,37,23,42,31
7166,30,58,71,47,12,29,55,49
7166,31,NA,NA,NA,NA,NA,NA,NA
7166,32,60.25,69,55,41,54,61,69
7166,33,76.75,82,74,75,86,81,78
7166,34,NA,NA,NA,NA,NA,NA,NA
7166,35,51.25,66,42,44,57,60,58
7166,36,NA,NA,NA,NA,NA,NA,NA
7166,37,NA,NA,NA,NA,NA,NA,NA
7166,38,NA,NA,NA,NA,NA,NA,NA
7166,39,NA,NA,NA,NA,NA,NA,NA
7166,40,NA,NA,NA,NA,NA,NA,NA
7166,41,NA,NA,NA,NA,NA,NA,NA
7166,42,NA,NA,NA,NA,NA,NA,NA
7168,1,73,52,57,14,12,57,59
7168,2,60.75,54,32,23,23,74,54
7168,3,NA,NA,NA,NA,NA,NA,NA
7168,4,40.75,32,41,9,51,65,56
7168,5,59.5,68,28,54,55,57,40
7168,6,NA,NA,NA,NA,NA,NA,NA
7168,7,59,65,26,75,50,82,71
7168,8,78,69,35,62,53,67,64
7168,9,NA,NA,NA,NA,NA,NA,NA
7168,10,NA,NA,NA,NA,NA,NA,NA
7168,11,84.75,62,69,53,73,75,69
7168,12,65,67,26,55,73,48,59
7168,13,81.75,70,36,54,56,76,74
7168,14,78.5,70,56,67,66,75,63
7168,15,NA,NA,NA,NA,NA,NA,NA
7168,16,NA,NA,NA,NA,NA,NA,NA
7168,17,45.5,16,10,29,31,46,41
7168,18,42.5,28,9,57,72,46,38
7168,19,51.75,47,43,75,69,50,25
7168,20,73.25,62,32,48,71,71,74
7168,21,NA,NA,NA,NA,NA,NA,NA
7168,22,75.75,76,81,80,93,81,81
7168,23,NA,NA,NA,NA,NA,NA,NA
7168,24,NA,NA,NA,NA,NA,NA,NA
7168,25,57.5,47,40,60,68,78,61
7168,26,NA,NA,NA,NA,NA,NA,NA
7168,27,NA,NA,NA,NA,NA,NA,NA
7168,28,82.75,68,68,73,88,86,90
7168,29,16.75,10,2,2,38,28,15
7168,30,9.25,17,2,3,55,45,20
7168,31,41.25,54,23,37,70,62,63
7168,32,61,64,49,56,10,62,70
7168,33,NA,NA,NA,NA,NA,NA,NA
7168,34,70.5,52,77,74,98,68,51
7168,35,76.5,69,51,84,80,75,81
7168,36,79.5,57,48,73,89,70,77
7168,37,85,67,33,64,100,72,72
7168,38,86.25,71,67,84,82,83,82
7168,39,NA,NA,NA,NA,NA,NA,NA
7168,40,74.25,22,74,53,90,78,59
7168,41,78.75,48,63,52,77,69,83
7168,42,NA,NA,NA,NA,NA,NA,NA
7170,1,24.25,18,6,17,10,53,53
7170,2,41.75,27,27,28,15,53,50
7170,3,NA,NA,NA,NA,NA,NA,NA
7170,4,31,17,12,26,18,51,18
7170,5,42.75,31,21,26,24,54,53
7170,6,33.25,24,24,21,21,51,52
7170,7,29.75,27,27,27,38,57,65
7170,8,NA,NA,NA,NA,NA,NA,NA
7170,9,NA,NA,NA,NA,NA,NA,NA
7170,10,37,52,32,32,41,56,51
7170,11,42,28,32,29,41,57,57
7170,12,30.25,24,24,27,29,56,55
7170,13,28.75,24,22,25,28,52,54
7170,14,NA,NA,NA,NA,NA,NA,NA
7170,15,NA,NA,NA,NA,NA,NA,NA
7170,16,27.5,25,32,32,33,40,72
7170,17,54.5,53,32,54,39,53,56
7170,18,51.25,28,29,29,27,55,54
7170,19,56.5,31,32,27,52,55,58
7170,20,37,35,20,18,39,67,67
7170,21,NA,NA,NA,NA,NA,NA,NA
7170,22,NA,NA,NA,NA,NA,NA,NA
7170,23,55.5,55,54,57,54,55,57
7170,24,NA,NA,NA,NA,NA,NA,NA
7170,25,37.75,15,10,15,20,54,52
7170,26,31.75,20,25,21,22,24,51
7170,27,NA,NA,NA,NA,NA,NA,NA
7170,28,30.75,24,25,21,22,57,49
7170,29,NA,NA,NA,NA,NA,NA,NA
7170,30,33.5,25,28,29,27,54,52
7170,31,30.75,18,17,17,19,56,58
7170,32,29.75,17,19,19,16,54,54
7170,33,NA,NA,NA,NA,NA,NA,NA
7170,34,33.75,11,18,25,22,55,55
7170,35,30.5,14,17,17,23,52,57
7170,36,NA,NA,NA,NA,NA,NA,NA
7170,37,30.5,18,16,14,14,53,55
7170,38,NA,NA,NA,NA,NA,NA,NA
7170,39,NA,NA,NA,NA,NA,NA,NA
7170,40,30,17,23,19,16,54,55
7170,41,NA,NA,NA,NA,NA,NA,NA
7170,42,NA,NA,NA,NA,NA,NA,NA
7172,1,21.5,66,27,36,21,52,54
7172,2,74.25,89,68,26,52,44,57
7172,3,NA,NA,NA,NA,NA,NA,NA
7172,4,14.25,11,56,24,5,27,14
7172,5,32.25,33,54,55,45,68,54
7172,6,16,53,23,25,21,18,14
7172,7,22.25,37,36,31,31,36,38
7172,8,52,39,36,27,28,53,43
7172,9,NA,NA,NA,NA,NA,NA,NA
7172,10,82.25,83,74,76,66,75,79
7172,11,93.75,78,69,68,68,68,77
7172,12,85.5,78,81,55,57,67,70
7172,13,92.25,82,77,68,84,71,73
7172,14,92.25,73,52,56,73,70,80
7172,15,NA,NA,NA,NA,NA,NA,NA
7172,16,69.75,72,54,54,75,75,85
7172,17,74.5,72,74,33,56,71,73
7172,18,68.25,66,67,45,55,77,73
7172,19,54.75,67,70,54,63,54,68
7172,20,48,55,52,54,53,57,74
7172,21,NA,NA,NA,NA,NA,NA,NA
7172,22,55,65,32,19,43,80,87
7172,23,54.5,56,51,73,54,72,69
7172,24,53.75,65,54,53,54,56,55
7172,25,67.25,53,65,55,52,88,81
7172,26,73.5,69,66,75,71,81,83
7172,27,NA,NA,NA,NA,NA,NA,NA
7172,28,64.5,67,52,55,60,76,78
7172,29,56,63,44,28,56,65,75
7172,30,75.25,67,73,65,65,71,79
7172,31,71.25,70,65,52,65,75,85
7172,32,79.5,72,67,21,66,70,74
7172,33,NA,NA,NA,NA,NA,NA,NA
7172,34,65.5,70,72,87,66,88,82
7172,35,76.25,86,78,78,77,82,79
7172,36,72.25,72,56,23,14,27,62
7172,37,53.5,53,52,28,29,41,64
7172,38,76.25,67,68,56,67,72,77
7172,39,NA,NA,NA,NA,NA,NA,NA
7172,40,62.75,54,56,35,57,72,82
7172,41,59.5,68,71,54,66,62,63
7172,42,65,65,63,55,63,73,68
7174,1,73.25,62,62,72,53,75,81
7174,2,55.5,67,64,55,40,65,72
7174,3,NA,NA,NA,NA,NA,NA,NA
7174,4,NA,NA,NA,NA,NA,NA,NA
7174,5,NA,NA,NA,NA,NA,NA,NA
7174,6,NA,NA,NA,NA,NA,NA,NA
7174,7,NA,NA,NA,NA,NA,NA,NA
7174,8,70.25,70,48,39,42,59,45
7174,9,62,65,56,48,43,59,54
7174,10,NA,NA,NA,NA,NA,NA,NA
7174,11,62.5,53,54,53,54,77,68
7174,12,66.5,72,85,76,59,75,84
7174,13,75.25,70,78,76,64,83,70
7174,14,62.5,65,49,56,42,72,65
7174,15,51.5,57,50,35,29,61,52
7174,16,NA,NA,NA,NA,NA,NA,NA
7174,17,68,64,33,46,43,69,61
7174,18,63.5,67,59,68,46,71,66
7174,19,69.5,70,61,73,57,75,67
7174,20,65.75,63,58,70,55,73,63
7174,21,68.25,78,72,80,58,75,65
7174,22,NA,NA,NA,NA,NA,NA,NA
7174,23,63.75,73,74,71,52,82,75
7174,24,76.75,80,79,79,59,83,78
7174,25,68.25,68,59,77,52,77,65
7174,26,NA,NA,NA,NA,NA,NA,NA
7174,27,69.5,67,62,68,54,80,71
7174,28,NA,NA,NA,NA,NA,NA,NA
7174,29,66.25,75,79,74,59,75,70
7174,30,68.25,62,74,58,53,67,63
7174,31,67.75,67,63,52,49,79,70
7174,32,68.75,66,75,58,52,76,68
7174,33,NA,NA,NA,NA,NA,NA,NA
7174,34,NA,NA,NA,NA,NA,NA,NA
7174,35,67.5,62,71,68,58,74,67
7174,36,75,68,73,59,52,76,70
7174,37,69.25,80,80,62,53,82,72
7174,38,71.75,70,68,61,52,81,69
7174,39,71.75,76,84,78,55,78,70
7174,40,NA,NA,NA,NA,NA,NA,NA
7174,41,65,64,81,63,50,75,60
7174,42,78.25,72,84,70,46,77,69
7175,1,66,80,28,24,56,54,33
7175,2,NA,NA,NA,NA,NA,NA,NA
7175,3,82.25,53,59,58,57,51,100
7175,4,NA,NA,NA,NA,NA,NA,NA
7175,5,NA,NA,NA,NA,NA,NA,NA
7175,6,NA,NA,NA,NA,NA,NA,NA
7175,7,NA,NA,NA,NA,NA,NA,NA
7175,8,74.5,76,74,75,53,57,76
7175,9,64.5,55,57,56,57,58,74
7175,10,74.75,57,53,53,54,55,96
7175,11,NA,NA,NA,NA,NA,NA,NA
7175,12,NA,NA,NA,NA,NA,NA,NA
7175,13,66,58,55,58,58,60,55
7175,14,74.75,28,55,55,57,73,96
7175,15,65,54,29,23,32,32,27
7175,16,45,12,7,7,7,5,8
7175,17,NA,NA,NA,NA,NA,NA,NA
7175,18,NA,NA,NA,NA,NA,NA,NA
7175,19,NA,NA,NA,NA,NA,NA,NA
7175,20,78.5,57,55,75,76,75,76
7175,21,NA,NA,NA,NA,NA,NA,NA
7175,22,NA,NA,NA,NA,NA,NA,NA
7175,23,NA,NA,NA,NA,NA,NA,NA
7175,24,NA,NA,NA,NA,NA,NA,NA
7175,25,79.25,73,76,75,77,77,81
7175,26,81,77,76,76,75,74,75
7175,27,NA,NA,NA,NA,NA,NA,NA
7175,28,93.75,58,56,54,53,57,57
7175,29,NA,NA,NA,NA,NA,NA,NA
7175,30,NA,NA,NA,NA,NA,NA,NA
7175,31,NA,NA,NA,NA,NA,NA,NA
7175,32,NA,NA,NA,NA,NA,NA,NA
7175,33,NA,NA,NA,NA,NA,NA,NA
7175,34,NA,NA,NA,NA,NA,NA,NA
7175,35,NA,NA,NA,NA,NA,NA,NA
7175,36,NA,NA,NA,NA,NA,NA,NA
7175,37,NA,NA,NA,NA,NA,NA,NA
7175,38,NA,NA,NA,NA,NA,NA,NA
7175,39,NA,NA,NA,NA,NA,NA,NA
7175,40,NA,NA,NA,NA,NA,NA,NA
7175,41,NA,NA,NA,NA,NA,NA,NA
7175,42,NA,NA,NA,NA,NA,NA,NA
7177,1,59.25,86,52,27,31,51,61
7177,2,67.25,85,52,58,34,61,83
7177,3,NA,NA,NA,NA,NA,NA,NA
7177,4,47,79,100,41,27,49,75
7177,5,52,93,56,60,57,76,100
7177,6,79.25,80,83,85,81,82,82
7177,7,77,89,73,68,80,74,96
7177,8,79,84,80,76,72,76,74
7177,9,NA,NA,NA,NA,NA,NA,NA
7177,10,69.75,78,83,80,80,78,81
7177,11,NA,NA,NA,NA,NA,NA,NA
7177,12,76.5,83,84,84,82,87,96
7177,13,76.5,97,73,77,72,100,100
7177,14,76,83,88,82,76,98,97
7177,15,NA,NA,NA,NA,NA,NA,NA
7177,16,75.5,77,68,66,62,68,75
7177,17,77.75,91,86,85,84,78,88
7177,18,77.5,78,72,77,71,79,76
7177,19,74,78,80,74,78,72,80
7177,20,75.25,82,80,79,75,78,75
7177,21,NA,NA,NA,NA,NA,NA,NA
7177,22,75.5,72,76,75,73,81,77
7177,23,78.75,76,80,80,78,79,75
7177,24,79,83,81,83,78,80,84
7177,25,61.5,69,69,61,61,83,86
7177,26,68,67,68,71,70,72,100
7177,27,NA,NA,NA,NA,NA,NA,NA
7177,28,75.5,77,76,77,82,85,100
7177,29,81.5,79,80,82,77,81,84
7177,30,38.5,75,53,49,54,46,96
7177,31,65.75,74,63,69,65,72,100
7177,32,85,83,83,82,81,97,97
7177,33,NA,NA,NA,NA,NA,NA,NA
7177,34,77.25,79,84,78,78,76,99
7177,35,76.5,75,80,75,75,77,100
7177,36,57.5,75,70,70,72,74,95
7177,37,93,82,82,82,85,97,95
7177,38,89,86,84,86,84,85,87
7177,39,NA,NA,NA,NA,NA,NA,NA
7177,40,80.5,78,80,78,78,85,92
7177,41,83.25,79,79,78,80,76,73
7177,42,NA,NA,NA,NA,NA,NA,NA
7178,1,61.75,74,72,56,49,25,74
7178,2,59.75,49,78,75,53,42,40
7178,3,NA,NA,NA,NA,NA,NA,NA
7178,4,52.75,76,80,50,54,43,74
7178,5,60.75,54,75,61,72,39,70
7178,6,52.75,55,72,56,53,58,77
7178,7,52.25,52,53,56,30,36,69
7178,8,44.25,52,53,27,26,27,28
7178,9,NA,NA,NA,NA,NA,NA,NA
7178,10,41.25,71,72,55,53,69,72
7178,11,57,53,74,79,46,63,72
7178,12,61,81,75,56,56,61,69
7178,13,68.25,82,82,70,56,75,82
7178,14,62.75,82,76,54,53,69,79
7178,15,NA,NA,NA,NA,NA,NA,NA
7178,16,49,69,67,74,53,64,68
7178,17,59.75,79,72,70,51,67,76
